account_code,user_code,account_type,currency,status
A000873,U00692,standard,INR,active
A000874,U00693,standard,INR,active
A000875,U00693,premium,INR,active
A000876,U00694,premium,INR,active
A000877,U00695,premium,INR,active
A000878,U00696,standard,INR,active
A000879,U00697,standard,INR,active
A000880,U00698,premium,INR,active
A000881,U00699,standard,INR,active
A000882,U00700,premium,INR,active
A000883,U00701,premium,INR,active
A000884,U00702,premium,INR,active
A000885,U00702,premium,INR,active
A000886,U00703,standard,INR,active
A000887,U00704,standard,INR,active
A000888,U00705,premium,INR,active
A000889,U00705,premium,INR,active
A000890,U00706,standard,INR,active
A000891,U00707,standard,INR,active
A000892,U00708,standard,INR,active
A000893,U00708,premium,INR,active
A000894,U00709,premium,INR,active
A000895,U00710,standard,INR,active
A000896,U00711,standard,INR,active
A000897,U00712,premium,INR,active
A000898,U00713,premium,INR,active
A000899,U00714,premium,INR,active
A000900,U00715,standard,INR,active
A000901,U00715,premium,INR,active
A000902,U00716,standard,INR,active
A000903,U00717,standard,INR,active
A000904,U00717,standard,INR,active
A000905,U00718,premium,INR,active
A000906,U00718,premium,INR,active
A000907,U00719,standard,INR,active
A000908,U00720,standard,INR,active
A000909,U00721,premium,INR,active
A000910,U00722,standard,INR,active
A000911,U00722,premium,INR,active
A000912,U00723,standard,INR,active
A000913,U00724,premium,INR,active
A000914,U00724,standard,INR,active
A000915,U00725,standard,INR,active
A000916,U00726,premium,INR,active
A000917,U00727,standard,INR,active
A000918,U00728,standard,INR,active
A000919,U00729,standard,INR,active
A000920,U00729,standard,INR,active
A000921,U00730,premium,INR,active
A000922,U00730,premium,INR,active
A000923,U00731,premium,INR,active
A000924,U00731,premium,INR,active
A000925,U00732,standard,INR,active
A000926,U00733,premium,INR,active
A000927,U00734,premium,INR,active
A000928,U00735,standard,INR,active
A000929,U00736,standard,INR,active
A000930,U00737,premium,INR,active
A000931,U00738,standard,INR,active
A000932,U00739,premium,INR,active
A000933,U00740,standard,INR,active
A000934,U00741,standard,INR,active
A000935,U00742,premium,INR,active
A000936,U00743,premium,INR,active
A000937,U00743,premium,INR,active
A000938,U00744,premium,INR,active
A000939,U00745,premium,INR,active
A000940,U00745,standard,INR,active
A000941,U00746,premium,INR,active
A000942,U00747,standard,INR,active
A000943,U00748,standard,INR,active
A000944,U00749,standard,INR,active
A000945,U00750,standard,INR,active
A000946,U00751,standard,INR,active
A000947,U00752,premium,INR,active
A000948,U00752,standard,INR,active
A000949,U00753,standard,INR,active
A000950,U00754,standard,INR,active
A000951,U00755,premium,INR,active
A000952,U00756,premium,INR,active
A000953,U00756,standard,INR,active
A000954,U00757,premium,INR,active
A000955,U00758,standard,INR,active
A000956,U00759,premium,INR,active
A000957,U00760,standard,INR,active
A000958,U00760,premium,INR,active
A000959,U00761,premium,INR,active
A000960,U00762,standard,INR,active
A000961,U00763,standard,INR,active
A000962,U00764,premium,INR,active
A000963,U00765,standard,INR,active
A000964,U00766,standard,INR,active
A000965,U00767,premium,INR,active
A000966,U00768,standard,INR,active
A000967,U00769,premium,INR,active
A000968,U00770,premium,INR,active
A000969,U00771,standard,INR,active
A000970,U00772,standard,INR,active
A000971,U00773,standard,INR,active
A000972,U00774,standard,INR,active
A000973,U00774,standard,INR,active
A000974,U00775,standard,INR,active
A000975,U00776,standard,INR,active
A000976,U00777,premium,INR,active
A000977,U00777,premium,INR,active
A000978,U00778,standard,INR,active
A000979,U00778,standard,INR,active
A000980,U00779,standard,INR,active
A000981,U00780,premium,INR,active
A000982,U00781,premium,INR,active
A000983,U00782,standard,INR,active
A000984,U00783,standard,INR,active
A000985,U00784,standard,INR,active
A000986,U00785,premium,INR,active
A000987,U00786,premium,INR,active
A000988,U00786,standard,INR,active
A000989,U00787,premium,INR,active
A000990,U00788,standard,INR,active
A000991,U00789,premium,INR,active
A000992,U00789,premium,INR,active
A000993,U00790,premium,INR,active
A000994,U00791,premium,INR,active
A000995,U00791,standard,INR,active
A000996,U00792,standard,INR,active
A000997,U00793,standard,INR,active
A000998,U00794,premium,INR,active
A000999,U00795,premium,INR,active
A001000,U00795,standard,INR,active
A001001,U00796,premium,INR,active
A001002,U00796,standard,INR,active
A001003,U00797,premium,INR,active
A001004,U00798,standard,INR,active
A001005,U00798,premium,INR,active
A001006,U00799,standard,INR,active
A001007,U00799,standard,INR,active
A001008,U00800,premium,INR,active
A001009,U00801,standard,INR,active
A001010,U00802,standard,INR,active
A001011,U00803,standard,INR,active
A001012,U00803,premium,INR,active
A001013,U00804,premium,INR,active
A001014,U00805,standard,INR,active
A001015,U00806,standard,INR,active
A001016,U00807,premium,INR,active
A001017,U00807,standard,INR,active
A001018,U00808,premium,INR,active
A001019,U00809,standard,INR,active
A001020,U00810,premium,INR,active
A001021,U00811,standard,INR,active
A001022,U00812,premium,INR,active
A001023,U00812,standard,INR,active
A001024,U00813,premium,INR,active
A001025,U00814,premium,INR,active
A001026,U00814,standard,INR,active
A001027,U00815,premium,INR,active
A001028,U00815,premium,INR,active
A001029,U00816,premium,INR,active
A001030,U00817,standard,INR,active
A001031,U00818,premium,INR,active
A001032,U00818,standard,INR,active
A001033,U00819,standard,INR,active
A001034,U00820,standard,INR,active
A001035,U00821,premium,INR,active
A001036,U00821,premium,INR,active
A001037,U00822,standard,INR,active
A001038,U00823,premium,INR,active
A001039,U00823,premium,INR,active
A001040,U00824,premium,INR,active
A001041,U00825,standard,INR,active
A001042,U00826,standard,INR,active
A001043,U00827,premium,INR,active
A001044,U00828,premium,INR,active
A001045,U00829,standard,INR,active
A001046,U00830,premium,INR,active
A001047,U00831,premium,INR,active
A001048,U00832,premium,INR,active
A001049,U00833,standard,INR,active
A001050,U00834,premium,INR,active
A001051,U00835,premium,INR,active
A001052,U00836,premium,INR,active
A001053,U00837,premium,INR,active
A001054,U00838,standard,INR,active
A001055,U00839,premium,INR,active
A001056,U00839,standard,INR,active
A001057,U00840,standard,INR,active
A001058,U00840,standard,INR,active
A001059,U00841,premium,INR,active
A001060,U00841,standard,INR,active
A001061,U00842,standard,INR,active
A001062,U00843,premium,INR,active
A001063,U00844,premium,INR,active
A001064,U00845,standard,INR,active
A001065,U00845,premium,INR,active
A001066,U00846,premium,INR,active
A001067,U00846,premium,INR,active
A001068,U00847,standard,INR,active
A001069,U00847,standard,INR,active
A001070,U00848,premium,INR,active
A001071,U00848,premium,INR,active
A001072,U00849,standard,INR,active
A001073,U00850,premium,INR,active
A001074,U00851,standard,INR,active
A001075,U00852,premium,INR,active
A001076,U00853,premium,INR,active
A001077,U00854,premium,INR,active
A001078,U00854,premium,INR,active
A001079,U00855,standard,INR,active
A001080,U00855,standard,INR,active
A001081,U00856,premium,INR,active
A001082,U00857,standard,INR,active
A001083,U00858,standard,INR,active
A001084,U00859,standard,INR,active
A001085,U00860,premium,INR,active
A001086,U00861,standard,INR,active
A001087,U00862,standard,INR,active
A001088,U00863,premium,INR,active
A001089,U00864,standard,INR,active
A001090,U00864,standard,INR,active
A001091,U00865,standard,INR,active
A001092,U00865,premium,INR,active
A001093,U00866,premium,INR,active
A001094,U00867,premium,INR,active
A001095,U00867,premium,INR,active
A001096,U00868,standard,INR,active
A001097,U00869,standard,INR,active
A001098,U00870,standard,INR,active
A001099,U00870,premium,INR,active
A001100,U00871,standard,INR,active
A001101,U00872,premium,INR,active
A001102,U00873,standard,INR,active
A001103,U00874,standard,INR,active
A001104,U00875,premium,INR,active
A001105,U00876,premium,INR,active
A001106,U00877,premium,INR,active
A001107,U00878,standard,INR,active
A001108,U00879,standard,INR,active
A001109,U00880,premium,INR,active
A001110,U00881,standard,INR,active
A001111,U00882,premium,INR,active
A001112,U00883,premium,INR,active
A001113,U00884,premium,INR,active
A001114,U00884,standard,INR,active
A001115,U00885,standard,INR,active
A001116,U00886,standard,INR,active
A001117,U00887,premium,INR,active
A001118,U00888,standard,INR,active
A001119,U00888,premium,INR,active
A001120,U00889,standard,INR,active
A001121,U00890,premium,INR,active
A001122,U00891,premium,INR,active
A001123,U00892,premium,INR,active
A001124,U00893,standard,INR,active
A001125,U00894,premium,INR,active
A001126,U00895,standard,INR,active
A001127,U00896,premium,INR,active
A001128,U00897,standard,INR,active
A001129,U00897,premium,INR,active
A001130,U00898,premium,INR,active
A001131,U00899,premium,INR,active
A001132,U00900,premium,INR,active
A001133,U00900,standard,INR,active
A001134,U00901,standard,INR,active
A001135,U00902,standard,INR,active
A001136,U00903,standard,INR,active
A001137,U00904,standard,INR,active
A001138,U00905,standard,INR,active
A001139,U00906,standard,INR,active
A001140,U00906,standard,INR,active
A001141,U00907,standard,INR,active
A001142,U00907,standard,INR,active
A001143,U00908,premium,INR,active
A001144,U00909,standard,INR,active
A001145,U00910,standard,INR,active
A001146,U00911,standard,INR,active
A001147,U00912,standard,INR,active
A001148,U00913,premium,INR,active
A001149,U00914,premium,INR,active
A001150,U00914,premium,INR,active
A001151,U00915,premium,INR,active
A001152,U00915,premium,INR,active
A001153,U00916,premium,INR,active
A001154,U00917,standard,INR,active
A001155,U00918,standard,INR,active
A001156,U00919,premium,INR,active
A001157,U00920,premium,INR,active
A001158,U00921,standard,INR,active
A001159,U00922,premium,INR,active
A001160,U00923,premium,INR,active
A001161,U00923,standard,INR,active
A001162,U00924,standard,INR,active
A001163,U00924,standard,INR,active
A001164,U00925,premium,INR,active
A001165,U00926,standard,INR,active
A001166,U00927,premium,INR,active
A001167,U00928,standard,INR,active
A001168,U00929,standard,INR,active
A001169,U00930,premium,INR,active
A001170,U00931,premium,INR,active
A001171,U00932,premium,INR,active
A001172,U00933,premium,INR,active
A001173,U00934,standard,INR,active
A001174,U00935,standard,INR,active
A001175,U00936,standard,INR,active
A001176,U00937,standard,INR,active
A001177,U00938,premium,INR,active
A001178,U00939,premium,INR,active
A001179,U00940,premium,INR,active
A001180,U00941,standard,INR,active
A001181,U00942,premium,INR,active
A001182,U00942,premium,INR,active
A001183,U00943,standard,INR,active
A001184,U00944,premium,INR,active
A001185,U00945,standard,INR,active
A001186,U00946,premium,INR,active
A001187,U00947,premium,INR,active
A001188,U00947,premium,INR,active
A001189,U00948,premium,INR,active
A001190,U00949,premium,INR,active
A001191,U00950,standard,INR,active
A001192,U00951,standard,INR,active
A001193,U00952,premium,INR,active
A001194,U00953,premium,INR,active
A001195,U00954,premium,INR,active
A001196,U00955,premium,INR,active
A001197,U00955,premium,INR,active
A001198,U00956,premium,INR,active
A001199,U00957,standard,INR,active
A001200,U00957,standard,INR,active
A001201,U00958,premium,INR,active
A001202,U00959,standard,INR,active
A001203,U00960,standard,INR,active
A001204,U00961,standard,INR,active
A001205,U00962,premium,INR,active
A001206,U00963,standard,INR,active
A001207,U00964,premium,INR,active
A001208,U00965,premium,INR,active
A001209,U00966,standard,INR,active
A001210,U00966,premium,INR,active
A001211,U00967,premium,INR,active
A001212,U00968,premium,INR,active
A001213,U00969,standard,INR,active
A001214,U00970,standard,INR,active
A001215,U00971,premium,INR,active
A001216,U00972,standard,INR,active
A001217,U00973,premium,INR,active
A001218,U00974,standard,INR,active
A001219,U00975,premium,INR,active
A001220,U00976,standard,INR,active
A001221,U00977,premium,INR,active
A001222,U00978,standard,INR,active
A001223,U00979,premium,INR,active
A001224,U00980,premium,INR,active
A001225,U00980,premium,INR,active
A001226,U00981,standard,INR,active
A001227,U00982,standard,INR,active
A001228,U00983,premium,INR,active
A001229,U00984,premium,INR,active
A001230,U00985,premium,INR,active
A001231,U00985,standard,INR,active
A001232,U00986,premium,INR,active
A001233,U00987,premium,INR,active
A001234,U00988,premium,INR,active
A001235,U00989,premium,INR,active
A001236,U00989,standard,INR,active
A001237,U00990,premium,INR,active
A001238,U00991,standard,INR,active
A001239,U00992,premium,INR,active
A001240,U00993,standard,INR,active
A001241,U00994,standard,INR,active
A001242,U00995,standard,INR,active
A001243,U00996,premium,INR,active
A001244,U00997,standard,INR,active
A001245,U00998,premium,INR,active
A001246,U00998,premium,INR,active
A001247,U00999,standard,INR,active
A001248,U01000,standard,INR,active
A001249,U01000,standard,INR,active
