log_code,user_code,event_timestamp,ip_address,resource,action,status,location,device_type,session_id,failure_reason
L00025578,U00936,2026-08-21T22:48:17.612760+00:00,10.10.4.234,Documents,VIEW,success,Mumbai,tablet,S819727,
L00025579,U00686,2026-08-11T16:39:11.612768+00:00,10.10.13.116,Documents,READ,success,Bangalore,laptop,S442314,
L00025580,U00917,2026-06-22T18:40:27.612776+00:00,10.10.15.193,Reports,VIEW,success,Chennai,laptop,S484647,
L00025581,U00762,2026-08-10T19:53:17.612784+00:00,10.10.3.63,Dashboard,DOWNLOAD,success,Mumbai,mobile,S264322,
L00025582,U00324,2026-07-17T01:18:31.612792+00:00,10.10.5.125,Reports,READ,success,Pune,desktop,S161105,
L00025583,U00477,2026-07-06T14:50:07.612803+00:00,10.10.7.75,Transactions,DOWNLOAD,success,Delhi,tablet,S455171,
L00025584,U00965,2026-08-05T21:45:38.612811+00:00,10.10.5.24,Documents,READ,success,Mumbai,laptop,S304851,
L00025585,U00062,2026-07-06T08:42:14.612819+00:00,10.10.8.216,Documents,READ,success,Pune,desktop,S410668,
L00025586,U00996,2026-08-02T05:43:15.612829+00:00,10.10.17.87,Reports,DOWNLOAD,success,Mumbai,laptop,S843325,
L00025587,U00354,2026-07-06T02:37:34.612837+00:00,10.10.7.65,Dashboard,VIEW,success,Hyderabad,laptop,S657864,
L00025588,U00922,2026-06-24T05:52:11.612844+00:00,10.10.13.152,Reports,READ,success,Pune,laptop,S347837,
L00025589,U00123,2026-06-18T12:58:45.612852+00:00,10.10.6.155,Transactions,READ,success,Bangalore,mobile,S267579,
L00025590,U00741,2026-08-27T23:29:47.612859+00:00,10.10.19.166,Documents,DOWNLOAD,success,Mumbai,mobile,S543360,
L00025591,U00104,2026-08-24T18:48:44.612867+00:00,10.10.10.210,Reports,VIEW,success,Bangalore,tablet,S940306,
L00025592,U00833,2026-06-14T20:59:31.612875+00:00,10.10.5.221,Dashboard,DOWNLOAD,success,Delhi,desktop,S687766,
L00025593,U00593,2026-07-02T16:21:18.612882+00:00,10.10.15.28,Transactions,DOWNLOAD,success,Ahmedabad,desktop,S775282,
L00025594,U00666,2026-09-03T11:33:32.612890+00:00,10.10.4.164,Reports,VIEW,success,Chennai,laptop,S825872,
L00025595,U00259,2026-09-05T08:04:29.612897+00:00,10.10.1.26,Transactions,DOWNLOAD,success,Kolkata,desktop,S532974,
L00025596,U00157,2026-07-01T05:03:22.612908+00:00,10.10.9.126,Documents,DOWNLOAD,success,Chennai,laptop,S579251,
L00025597,U00440,2026-06-26T23:50:00.612916+00:00,10.10.12.196,Reports,READ,success,Hyderabad,mobile,S259315,
L00025598,U00085,2026-06-18T02:10:31.612925+00:00,10.10.8.32,Dashboard,READ,success,Pune,mobile,S863305,
L00025599,U00233,2026-08-07T05:39:01.612932+00:00,10.10.18.215,Documents,DOWNLOAD,success,Kolkata,mobile,S886492,
L00025600,U00247,2026-09-02T03:50:02.612939+00:00,10.10.20.126,Reports,READ,success,Ahmedabad,desktop,S413972,
L00025601,U00601,2026-08-25T10:55:37.612947+00:00,10.10.3.117,Profile,DOWNLOAD,success,Hyderabad,laptop,S636720,
L00025602,U00416,2026-08-27T20:54:22.612954+00:00,10.10.1.227,Dashboard,DOWNLOAD,success,Ahmedabad,mobile,S654638,
L00025603,U00517,2026-06-10T15:29:23.612962+00:00,10.10.13.241,Profile,READ,success,Pune,mobile,S901477,
L00025604,U00328,2026-07-21T22:10:54.612973+00:00,10.10.12.135,Reports,READ,success,Pune,desktop,S793926,
L00025605,U00679,2026-07-23T19:23:21.612981+00:00,10.10.8.133,Profile,READ,success,Mumbai,desktop,S341579,
L00025606,U00753,2026-07-04T18:14:49.612991+00:00,10.10.19.3,Reports,DOWNLOAD,success,Ahmedabad,desktop,S251590,
L00025607,U00601,2026-08-18T06:13:19.612999+00:00,10.10.16.67,Dashboard,READ,success,Hyderabad,tablet,S957779,
L00025608,U00281,2026-08-08T19:15:08.613007+00:00,10.10.13.183,Documents,VIEW,success,Pune,tablet,S927068,
L00025609,U00155,2026-06-29T18:16:51.613016+00:00,10.10.5.230,Transactions,READ,success,Mumbai,mobile,S659617,
L00025610,U00237,2026-07-20T02:08:50.613024+00:00,10.10.20.170,Transactions,VIEW,success,Kolkata,desktop,S955125,
L00025611,U00870,2026-07-18T20:02:32.613031+00:00,10.10.16.225,Profile,READ,success,Ahmedabad,mobile,S100128,
L00025612,U00969,2026-06-25T20:30:14.613039+00:00,10.10.15.10,Transactions,READ,success,Delhi,desktop,S342111,
L00025613,U00380,2026-08-21T06:51:13.613047+00:00,10.10.14.247,Reports,DOWNLOAD,success,Bangalore,mobile,S360612,
L00025614,U00870,2026-08-18T16:43:48.613055+00:00,10.10.5.195,Documents,READ,success,Ahmedabad,mobile,S949987,
L00025615,U00220,2026-07-02T16:24:26.613063+00:00,10.10.15.191,Documents,READ,success,Kolkata,desktop,S148194,
L00025616,U00528,2026-06-16T23:58:21.613074+00:00,10.10.12.102,Profile,DOWNLOAD,success,Mumbai,tablet,S271045,
L00025617,U00869,2026-08-29T01:46:39.613084+00:00,10.10.13.181,Profile,READ,success,Pune,tablet,S469333,
L00025618,U00230,2026-08-14T04:17:06.613092+00:00,10.10.10.129,Dashboard,READ,success,Pune,desktop,S176197,
L00025619,U00322,2026-07-08T22:46:04.613100+00:00,10.10.12.84,Transactions,DOWNLOAD,success,Mumbai,desktop,S818426,
L00025620,U00200,2026-06-11T07:42:58.613119+00:00,10.10.19.197,Profile,DOWNLOAD,success,Mumbai,tablet,S593196,
L00025621,U00497,2026-07-26T14:55:16.613130+00:00,10.10.9.202,Dashboard,VIEW,success,Kolkata,tablet,S820751,
L00025622,U00562,2026-07-16T09:53:33.613143+00:00,10.10.16.213,Transactions,READ,success,Chennai,tablet,S898802,
L00025623,U00374,2026-07-23T22:28:15.613155+00:00,10.10.6.142,Documents,VIEW,success,Ahmedabad,laptop,S526700,
L00025624,U00114,2026-08-21T09:11:42.613165+00:00,10.10.4.72,Reports,VIEW,success,Hyderabad,laptop,S302559,
L00025625,U00302,2026-08-09T20:23:48.613177+00:00,10.10.17.220,Profile,READ,success,Mumbai,tablet,S657718,
L00025626,U00341,2026-06-30T10:07:33.613187+00:00,10.10.9.168,Reports,DOWNLOAD,success,Pune,mobile,S120264,
L00025627,U00905,2026-08-24T19:37:49.613195+00:00,10.10.20.224,Transactions,READ,success,Ahmedabad,desktop,S261877,
L00025628,U00503,2026-07-05T12:33:17.613203+00:00,10.10.14.50,Dashboard,DOWNLOAD,success,Chennai,laptop,S920552,
L00025629,U00126,2026-06-11T09:14:14.613211+00:00,10.10.18.55,Dashboard,READ,success,Hyderabad,tablet,S471633,
L00025630,U00629,2026-08-15T13:42:18.613218+00:00,10.10.2.29,Reports,READ,success,Kolkata,laptop,S297324,
L00025631,U00295,2026-07-25T15:02:39.613227+00:00,10.10.8.169,Transactions,VIEW,success,Kolkata,desktop,S132467,
L00025632,U00810,2026-07-16T20:03:45.613234+00:00,10.10.9.168,Documents,VIEW,success,Ahmedabad,tablet,S147380,
L00025633,U00650,2026-08-26T04:12:23.613242+00:00,10.10.19.130,Dashboard,READ,success,Ahmedabad,desktop,S580711,
L00025634,U00523,2026-08-05T06:34:55.613250+00:00,10.10.18.158,Transactions,READ,success,Hyderabad,laptop,S743549,
L00025635,U00869,2026-08-05T21:30:24.613258+00:00,10.10.6.201,Documents,DOWNLOAD,success,Pune,desktop,S912964,
L00025636,U00369,2026-08-29T21:21:10.613268+00:00,10.10.10.81,Transactions,VIEW,success,Kolkata,mobile,S547529,
L00025637,U00112,2026-07-29T09:09:05.613280+00:00,10.10.5.143,Transactions,DOWNLOAD,success,Kolkata,mobile,S915924,
L00025638,U00357,2026-07-29T10:39:59.613288+00:00,10.10.14.56,Profile,DOWNLOAD,success,Chennai,tablet,S904865,
L00025639,U00360,2026-06-15T16:43:44.613296+00:00,10.10.12.59,Dashboard,DOWNLOAD,success,Hyderabad,tablet,S733007,
L00025640,U00990,2026-08-08T06:26:49.613303+00:00,10.10.4.3,Documents,VIEW,success,Mumbai,tablet,S763075,
L00025641,U00528,2026-08-18T04:03:18.613312+00:00,10.10.5.151,Dashboard,DOWNLOAD,success,Mumbai,mobile,S109290,
L00025642,U00908,2026-07-25T16:42:56.613321+00:00,10.10.12.78,Reports,VIEW,success,Chennai,tablet,S545643,
L00025643,U00902,2026-08-27T20:27:17.613330+00:00,10.10.17.197,Transactions,VIEW,success,Kolkata,tablet,S729094,
L00025644,U00611,2026-07-30T21:32:12.613338+00:00,10.10.8.49,Reports,DOWNLOAD,success,Bangalore,tablet,S318899,
L00025645,U00540,2026-07-05T11:38:59.613346+00:00,10.10.11.195,Documents,READ,success,Delhi,desktop,S245427,
L00025646,U00123,2026-08-24T13:51:24.613356+00:00,10.10.4.64,Documents,DOWNLOAD,success,Bangalore,desktop,S136679,
L00025647,U00160,2026-06-18T23:56:26.613368+00:00,10.10.17.82,Transactions,VIEW,success,Bangalore,desktop,S926239,
L00025648,U00911,2026-06-14T04:11:13.613376+00:00,10.10.6.31,Documents,VIEW,success,Mumbai,laptop,S364371,
L00025649,U00084,2026-06-09T00:47:35.613383+00:00,10.10.5.214,Dashboard,VIEW,success,Bangalore,mobile,S852949,
L00025650,U00895,2026-06-12T09:48:20.613392+00:00,10.10.8.177,Transactions,READ,success,Ahmedabad,laptop,S715468,
L00025651,U00418,2026-06-16T03:25:32.613400+00:00,10.10.4.34,Transactions,READ,success,Hyderabad,desktop,S356501,
L00025652,U00328,2026-08-16T13:11:18.613408+00:00,10.10.1.252,Transactions,VIEW,success,Pune,laptop,S500962,
L00025653,U00322,2026-07-12T01:32:31.613416+00:00,10.10.16.160,Profile,READ,success,Mumbai,tablet,S539256,
L00025654,U00461,2026-08-16T02:39:59.613424+00:00,10.10.18.150,Dashboard,READ,success,Hyderabad,laptop,S659574,
L00025655,U00682,2026-07-25T14:35:15.613432+00:00,10.10.17.15,Dashboard,READ,success,Mumbai,laptop,S432288,
L00025656,U00850,2026-06-17T09:08:49.613442+00:00,10.10.11.251,Transactions,VIEW,success,Chennai,desktop,S648812,
L00025657,U00808,2026-07-15T05:07:17.613450+00:00,10.10.11.18,Transactions,VIEW,success,Ahmedabad,laptop,S149835,
L00025658,U00181,2026-08-23T08:10:10.613458+00:00,10.10.12.114,Dashboard,VIEW,success,Chennai,desktop,S650131,
L00025659,U00698,2026-08-01T00:44:42.613465+00:00,10.10.14.178,Documents,READ,success,Delhi,tablet,S581688,
L00025660,U00579,2026-06-24T16:50:05.613473+00:00,10.10.10.160,Reports,READ,success,Chennai,laptop,S507855,
L00025661,U00668,2026-07-18T11:30:38.613481+00:00,10.10.20.29,Transactions,VIEW,success,Hyderabad,mobile,S169274,
L00025662,U00780,2026-08-14T04:57:36.613488+00:00,10.10.7.117,Dashboard,VIEW,success,Mumbai,tablet,S988323,
L00025663,U00936,2026-08-02T09:09:58.613496+00:00,10.10.20.15,Transactions,READ,success,Mumbai,mobile,S639282,
L00025664,U00042,2026-08-06T09:12:23.613504+00:00,10.10.3.191,Dashboard,READ,success,Bangalore,mobile,S350444,
L00025665,U00132,2026-08-17T02:51:38.613512+00:00,10.10.16.27,Dashboard,READ,success,Hyderabad,tablet,S274579,
L00025666,U00901,2026-06-16T11:34:39.613521+00:00,10.10.4.212,Documents,VIEW,success,Hyderabad,mobile,S821801,
L00025667,U00995,2026-08-25T12:40:05.613530+00:00,10.10.18.172,Documents,READ,success,Chennai,mobile,S631061,
L00025668,U00920,2026-09-06T05:21:13.613542+00:00,10.10.20.232,Reports,DOWNLOAD,success,Mumbai,desktop,S300251,
L00025669,U00521,2026-08-29T08:32:53.613551+00:00,10.10.12.154,Profile,DOWNLOAD,success,Delhi,laptop,S214580,
L00025670,U00907,2026-08-16T14:46:16.613559+00:00,10.10.14.84,Transactions,DOWNLOAD,success,Bangalore,mobile,S472447,
L00025671,U00699,2026-08-09T00:37:12.613567+00:00,10.10.13.118,Profile,DOWNLOAD,success,Pune,tablet,S412419,
L00025672,U00011,2026-08-07T18:04:26.613575+00:00,10.10.5.250,Dashboard,VIEW,success,Kolkata,tablet,S684042,
L00025673,U00130,2026-06-10T23:16:46.613583+00:00,10.10.7.224,Dashboard,READ,success,Kolkata,desktop,S346456,
L00025674,U00650,2026-07-12T05:02:45.613591+00:00,10.10.14.137,Documents,DOWNLOAD,success,Ahmedabad,desktop,S988152,
L00025675,U00515,2026-07-24T21:22:42.613599+00:00,10.10.6.210,Profile,VIEW,success,Pune,laptop,S222172,
L00025676,U00912,2026-09-02T01:48:13.613610+00:00,10.10.14.130,Reports,VIEW,success,Ahmedabad,tablet,S375094,
L00025677,U00236,2026-08-25T06:04:07.613618+00:00,10.10.8.208,Profile,DOWNLOAD,success,Mumbai,mobile,S804960,
L00025678,U00756,2026-08-26T15:23:38.613626+00:00,10.10.15.7,Reports,VIEW,success,Pune,tablet,S332292,
L00025679,U00024,2026-06-25T08:55:25.613633+00:00,10.10.15.184,Dashboard,DOWNLOAD,success,Pune,tablet,S277106,
L00025680,U00102,2026-07-16T11:44:44.613641+00:00,10.10.11.1,Transactions,DOWNLOAD,success,Pune,desktop,S542543,
L00025681,U00671,2026-09-04T14:33:26.613649+00:00,10.10.14.37,Reports,VIEW,success,Bangalore,mobile,S403979,
L00025682,U00929,2026-07-04T16:44:46.613657+00:00,10.10.9.251,Reports,READ,success,Mumbai,desktop,S498967,
L00025683,U00533,2026-08-09T01:37:32.613665+00:00,10.10.3.39,Profile,VIEW,success,Ahmedabad,desktop,S356116,
L00025684,U00560,2026-09-04T04:24:49.613672+00:00,10.10.7.84,Profile,READ,success,Hyderabad,tablet,S434985,
L00025685,U00135,2026-07-07T14:21:53.613681+00:00,10.10.14.215,Documents,READ,success,Ahmedabad,desktop,S713806,
L00025686,U00808,2026-08-24T23:25:19.613691+00:00,10.10.10.190,Documents,VIEW,success,Ahmedabad,tablet,S132095,
L00025687,U00664,2026-07-11T17:33:42.613699+00:00,10.10.6.125,Transactions,READ,success,Chennai,laptop,S607893,
L00025688,U00155,2026-06-18T05:41:28.613707+00:00,10.10.18.133,Reports,DOWNLOAD,success,Mumbai,laptop,S338380,
L00025689,U00296,2026-06-09T07:21:39.613717+00:00,10.10.7.115,Dashboard,VIEW,success,Bangalore,tablet,S548563,
L00025690,U00555,2026-08-26T20:40:57.613725+00:00,10.10.5.104,Documents,VIEW,success,Chennai,desktop,S200912,
L00025691,U00085,2026-07-13T10:45:28.613733+00:00,10.10.11.223,Reports,READ,success,Pune,mobile,S985396,
L00025692,U00314,2026-06-27T09:05:07.613740+00:00,10.10.1.29,Profile,DOWNLOAD,success,Pune,desktop,S763611,
L00025693,U00459,2026-07-18T10:28:40.613748+00:00,10.10.19.136,Dashboard,VIEW,success,Hyderabad,desktop,S489454,
L00025694,U00411,2026-07-02T11:20:39.613755+00:00,10.10.15.34,Reports,VIEW,success,Bangalore,mobile,S209965,
L00025695,U00272,2026-06-08T11:55:36.613763+00:00,10.10.11.197,Documents,READ,success,Ahmedabad,tablet,S659257,
L00025696,U00313,2026-09-01T09:06:08.613772+00:00,10.10.15.66,Documents,VIEW,success,Kolkata,desktop,S545418,
L00025697,U00848,2026-08-11T09:21:42.613781+00:00,10.10.8.85,Reports,VIEW,success,Mumbai,desktop,S327397,
L00025698,U00932,2026-07-19T02:52:03.613789+00:00,10.10.5.215,Documents,DOWNLOAD,success,Chennai,laptop,S680518,
L00025699,U00397,2026-06-25T16:18:17.613797+00:00,10.10.19.38,Dashboard,READ,success,Ahmedabad,tablet,S340715,
L00025700,U00249,2026-08-12T01:25:39.613805+00:00,10.10.15.121,Documents,VIEW,success,Pune,desktop,S477224,
L00025701,U00561,2026-08-23T02:21:14.613812+00:00,10.10.12.69,Dashboard,VIEW,success,Ahmedabad,laptop,S831686,
L00025702,U00761,2026-07-04T04:56:55.613819+00:00,10.10.1.190,Profile,READ,success,Ahmedabad,laptop,S566843,
L00025703,U00197,2026-07-02T07:29:14.613827+00:00,10.10.13.127,Dashboard,DOWNLOAD,success,Mumbai,desktop,S376456,
L00025704,U00234,2026-08-02T01:39:02.613834+00:00,10.10.2.240,Profile,READ,success,Kolkata,tablet,S500656,
L00025705,U00339,2026-07-07T08:42:17.613842+00:00,10.10.11.131,Documents,DOWNLOAD,success,Chennai,mobile,S158974,
L00025706,U00649,2026-08-09T17:28:52.613851+00:00,10.10.8.44,Documents,VIEW,success,Bangalore,tablet,S372260,
L00025707,U00695,2026-07-06T05:41:25.613860+00:00,10.10.2.132,Reports,VIEW,success,Ahmedabad,tablet,S261101,
L00025708,U00208,2026-07-13T06:57:12.613868+00:00,10.10.3.198,Dashboard,DOWNLOAD,success,Delhi,desktop,S318021,
L00025709,U00168,2026-06-29T23:31:40.613876+00:00,10.10.7.147,Dashboard,DOWNLOAD,success,Delhi,mobile,S258441,
L00025710,U00310,2026-06-12T23:59:46.613886+00:00,10.10.4.221,Documents,DOWNLOAD,success,Bangalore,mobile,S989707,
L00025711,U00633,2026-07-23T18:34:32.613894+00:00,10.10.2.68,Documents,VIEW,success,Pune,laptop,S528215,
L00025712,U00281,2026-06-13T13:18:20.613902+00:00,10.10.9.117,Transactions,READ,success,Pune,laptop,S785049,
L00025713,U00882,2026-08-18T00:17:48.613911+00:00,10.10.20.242,Profile,READ,success,Kolkata,mobile,S122582,
L00025714,U00693,2026-08-04T14:42:18.613919+00:00,10.10.18.111,Dashboard,DOWNLOAD,success,Hyderabad,mobile,S932484,
L00025715,U00179,2026-07-27T17:00:15.613927+00:00,10.10.2.108,Dashboard,READ,success,Kolkata,mobile,S732166,
L00025716,U00171,2026-07-01T07:53:35.613937+00:00,10.10.14.195,Reports,VIEW,success,Pune,mobile,S426463,
L00025717,U00947,2026-08-04T16:04:39.613945+00:00,10.10.13.167,Transactions,VIEW,success,Pune,laptop,S292708,
L00025718,U00205,2026-08-29T04:34:37.613953+00:00,10.10.8.57,Transactions,DOWNLOAD,success,Hyderabad,mobile,S251975,
L00025719,U00979,2026-08-27T18:45:07.613963+00:00,10.10.8.97,Profile,DOWNLOAD,success,Ahmedabad,tablet,S459494,
L00025720,U00437,2026-08-12T12:11:01.613972+00:00,10.10.8.64,Transactions,DOWNLOAD,success,Chennai,laptop,S976563,
L00025721,U00267,2026-08-01T14:17:37.613980+00:00,10.10.11.191,Transactions,VIEW,success,Ahmedabad,mobile,S381856,
L00025722,U00026,2026-07-27T14:48:37.613991+00:00,10.10.18.228,Dashboard,READ,success,Chennai,laptop,S573807,
L00025723,U00689,2026-08-26T08:25:24.613999+00:00,10.10.3.250,Reports,DOWNLOAD,success,Chennai,mobile,S253048,
L00025724,U00794,2026-06-16T17:35:23.614007+00:00,10.10.3.110,Documents,READ,success,Pune,mobile,S571136,
L00025725,U00104,2026-08-19T16:38:48.614015+00:00,10.10.14.11,Transactions,VIEW,success,Bangalore,desktop,S564135,
L00025726,U00021,2026-08-12T22:30:43.614029+00:00,10.10.4.249,Dashboard,VIEW,success,Delhi,tablet,S818683,
L00025727,U00539,2026-09-03T03:10:43.614037+00:00,10.10.19.247,Reports,READ,success,Ahmedabad,tablet,S422306,
L00025728,U00661,2026-08-06T09:26:38.614045+00:00,10.10.4.35,Profile,VIEW,success,Pune,desktop,S902422,
L00025729,U00599,2026-08-23T22:42:02.614053+00:00,10.10.8.172,Transactions,VIEW,success,Pune,laptop,S797744,
L00025730,U00987,2026-08-14T17:15:11.614060+00:00,10.10.17.133,Documents,DOWNLOAD,success,Bangalore,laptop,S986951,
L00025731,U00654,2026-08-31T09:44:23.614068+00:00,10.10.4.21,Dashboard,READ,success,Pune,tablet,S776325,
L00025732,U00335,2026-07-25T01:10:28.614078+00:00,10.10.3.139,Profile,VIEW,success,Pune,tablet,S443097,
L00025733,U00422,2026-07-16T06:55:43.614086+00:00,10.10.18.236,Dashboard,DOWNLOAD,success,Bangalore,mobile,S531035,
L00025734,U00705,2026-08-11T18:58:31.614094+00:00,10.10.5.66,Documents,DOWNLOAD,success,Hyderabad,mobile,S332034,
L00025735,U00915,2026-06-15T01:31:31.614110+00:00,10.10.18.146,Reports,VIEW,success,Mumbai,laptop,S859956,
L00025736,U00758,2026-07-02T13:53:37.614125+00:00,10.10.14.44,Reports,DOWNLOAD,success,Kolkata,laptop,S168931,
L00025737,U00607,2026-07-14T13:43:11.614137+00:00,10.10.15.62,Transactions,DOWNLOAD,success,Chennai,mobile,S704119,
L00025738,U00969,2026-07-15T06:08:30.614150+00:00,10.10.6.39,Documents,DOWNLOAD,success,Delhi,desktop,S965537,
L00025739,U00699,2026-07-25T04:52:39.614162+00:00,10.10.10.110,Documents,VIEW,success,Pune,laptop,S660601,
L00025740,U00131,2026-08-30T17:57:14.614171+00:00,10.10.17.167,Transactions,READ,success,Mumbai,desktop,S521145,
L00025741,U00674,2026-07-09T23:42:01.614179+00:00,10.10.20.185,Reports,VIEW,success,Chennai,laptop,S601702,
L00025742,U00561,2026-06-24T04:31:23.614187+00:00,10.10.5.107,Dashboard,VIEW,success,Ahmedabad,mobile,S981036,
L00025743,U00026,2026-08-14T01:58:35.614195+00:00,10.10.2.72,Documents,DOWNLOAD,success,Chennai,laptop,S451956,
L00025744,U00520,2026-08-16T08:22:29.614202+00:00,10.10.3.31,Reports,DOWNLOAD,success,Mumbai,desktop,S621295,
L00025745,U00568,2026-07-30T19:39:21.614210+00:00,10.10.15.167,Dashboard,DOWNLOAD,success,Delhi,desktop,S668293,
L00025746,U00165,2026-07-05T10:22:04.614220+00:00,10.10.2.5,Transactions,DOWNLOAD,success,Ahmedabad,mobile,S147767,
L00025747,U00118,2026-08-02T03:19:28.614228+00:00,10.10.14.188,Profile,VIEW,success,Bangalore,laptop,S480422,
L00025748,U00437,2026-07-05T14:07:00.614235+00:00,10.10.6.171,Documents,VIEW,success,Chennai,desktop,S770193,
L00025749,U00614,2026-09-04T11:48:07.614243+00:00,10.10.11.68,Dashboard,VIEW,success,Mumbai,laptop,S745086,
L00025750,U00705,2026-06-22T11:33:19.614251+00:00,10.10.11.5,Reports,DOWNLOAD,success,Hyderabad,laptop,S839187,
L00025751,U00117,2026-06-15T04:36:30.614259+00:00,10.10.17.142,Documents,READ,success,Chennai,mobile,S904322,
L00025752,U00240,2026-09-02T22:20:28.614267+00:00,10.10.11.36,Documents,VIEW,success,Delhi,desktop,S206134,
L00025753,U00083,2026-06-16T20:10:28.614277+00:00,10.10.5.88,Profile,DOWNLOAD,success,Bangalore,laptop,S540542,
L00025754,U00835,2026-07-07T00:23:16.614285+00:00,10.10.7.130,Dashboard,READ,success,Ahmedabad,desktop,S892814,
L00025755,U00399,2026-07-25T11:56:04.614293+00:00,10.10.16.196,Reports,READ,success,Ahmedabad,mobile,S363646,
L00025756,U00083,2026-08-26T10:24:26.614303+00:00,10.10.3.124,Reports,DOWNLOAD,success,Bangalore,tablet,S316477,
L00025757,U00078,2026-07-16T14:48:26.614311+00:00,10.10.3.62,Reports,DOWNLOAD,success,Chennai,tablet,S851052,
L00025758,U00733,2026-07-07T04:42:35.614319+00:00,10.10.9.219,Profile,READ,success,Chennai,laptop,S570792,
L00025759,U00516,2026-09-05T19:01:01.614327+00:00,10.10.9.109,Profile,DOWNLOAD,success,Delhi,mobile,S788974,
L00025760,U00359,2026-08-23T20:58:27.614334+00:00,10.10.18.61,Documents,DOWNLOAD,success,Delhi,tablet,S453241,
L00025761,U00214,2026-06-15T17:25:29.614342+00:00,10.10.4.10,Dashboard,DOWNLOAD,success,Kolkata,tablet,S180000,
L00025762,U00196,2026-07-30T13:13:54.614349+00:00,10.10.1.217,Reports,DOWNLOAD,success,Kolkata,laptop,S328516,
L00025763,U00602,2026-07-28T11:14:01.614357+00:00,10.10.5.85,Documents,VIEW,success,Chennai,mobile,S610018,
L00025764,U00812,2026-09-02T02:22:54.614364+00:00,10.10.20.196,Dashboard,DOWNLOAD,success,Kolkata,tablet,S102919,
L00025765,U00915,2026-08-12T23:20:42.614372+00:00,10.10.12.206,Transactions,DOWNLOAD,success,Mumbai,desktop,S335378,
L00025766,U00037,2026-06-21T01:51:44.614383+00:00,10.10.5.160,Dashboard,READ,success,Pune,tablet,S394617,
L00025767,U00592,2026-08-19T01:15:56.614391+00:00,10.10.20.2,Profile,READ,success,Hyderabad,laptop,S176802,
L00025768,U00142,2026-06-23T18:11:12.614399+00:00,10.10.9.172,Profile,DOWNLOAD,success,Mumbai,tablet,S687124,
L00025769,U00883,2026-09-05T20:02:44.614407+00:00,10.10.9.125,Transactions,READ,success,Ahmedabad,laptop,S829498,
L00025770,U00131,2026-08-03T06:32:32.614415+00:00,10.10.12.250,Dashboard,READ,success,Mumbai,desktop,S464351,
L00025771,U00623,2026-08-11T10:06:08.614425+00:00,10.10.8.83,Reports,VIEW,success,Hyderabad,desktop,S982689,
L00025772,U00564,2026-06-26T01:54:04.614434+00:00,10.10.14.249,Documents,VIEW,success,Delhi,mobile,S958391,
L00025773,U00652,2026-06-30T04:55:20.614442+00:00,10.10.3.26,Transactions,VIEW,success,Ahmedabad,laptop,S953385,
L00025774,U00341,2026-07-14T03:41:01.614452+00:00,10.10.10.183,Profile,DOWNLOAD,success,Pune,tablet,S166435,
L00025775,U00551,2026-06-10T07:54:41.614460+00:00,10.10.13.21,Profile,DOWNLOAD,success,Hyderabad,tablet,S578056,
L00025776,U00702,2026-07-27T02:53:04.614470+00:00,10.10.6.146,Transactions,READ,success,Ahmedabad,mobile,S692171,
L00025777,U00202,2026-06-25T16:48:02.614478+00:00,10.10.6.9,Documents,READ,success,Bangalore,desktop,S355178,
L00025778,U00264,2026-06-23T07:08:47.614486+00:00,10.10.7.195,Reports,DOWNLOAD,success,Mumbai,desktop,S581873,
L00025779,U00904,2026-08-28T10:12:18.614494+00:00,10.10.13.37,Documents,VIEW,success,Mumbai,tablet,S729233,
L00025780,U00545,2026-06-11T09:55:03.614502+00:00,10.10.8.57,Dashboard,DOWNLOAD,success,Pune,desktop,S541554,
L00025781,U00824,2026-08-25T03:17:01.614509+00:00,10.10.10.26,Transactions,READ,success,Hyderabad,laptop,S580435,
L00025782,U00781,2026-07-04T20:10:59.614517+00:00,10.10.2.22,Profile,DOWNLOAD,success,Delhi,laptop,S788637,
L00025783,U00141,2026-08-17T15:11:46.614525+00:00,10.10.17.253,Transactions,DOWNLOAD,success,Ahmedabad,tablet,S707376,
L00025784,U00348,2026-09-04T13:13:09.614532+00:00,10.10.1.51,Profile,READ,success,Kolkata,desktop,S232956,
L00025785,U00381,2026-06-23T20:19:07.614540+00:00,10.10.11.68,Dashboard,READ,success,Ahmedabad,tablet,S127689,
L00025786,U00106,2026-08-16T12:38:23.614550+00:00,10.10.10.141,Dashboard,VIEW,success,Mumbai,desktop,S176817,
L00025787,U00553,2026-08-18T10:04:46.614558+00:00,10.10.20.209,Documents,DOWNLOAD,success,Ahmedabad,laptop,S604546,
L00025788,U00397,2026-06-10T12:14:14.614565+00:00,10.10.3.41,Profile,READ,success,Ahmedabad,tablet,S388353,
L00025789,U00055,2026-08-05T04:34:04.614574+00:00,10.10.10.161,Transactions,DOWNLOAD,success,Kolkata,desktop,S154402,
L00025790,U00044,2026-07-23T15:37:11.614581+00:00,10.10.18.121,Transactions,VIEW,success,Bangalore,desktop,S993237,
L00025791,U00947,2026-07-27T02:47:47.614589+00:00,10.10.12.140,Transactions,READ,success,Pune,tablet,S798380,
L00025792,U00364,2026-06-16T01:02:06.614597+00:00,10.10.4.152,Dashboard,DOWNLOAD,success,Bangalore,laptop,S753542,
L00025793,U00910,2026-07-18T23:48:56.614604+00:00,10.10.19.8,Transactions,VIEW,success,Hyderabad,desktop,S422850,
L00025794,U00286,2026-07-20T15:43:28.614613+00:00,10.10.2.9,Documents,READ,success,Kolkata,laptop,S762555,
