transaction_code,account_code,transaction_timestamp,amount,currency,merchant,category,location,payment_method,channel,status
T00015593,A000203,2026-07-04T20:58:04.523865+00:00,1594.95,INR,Swiggy,Food,Delhi,upi,online,success
T00015594,A000689,2026-08-05T05:27:12.523873+00:00,786.62,INR,Swiggy,Food,Kolkata,upi,mobile,success
T00015595,A000122,2026-07-16T12:14:46.523882+00:00,458.33,INR,Croma,Electronics,Bangalore,netbanking,branch,success
T00015596,A000834,2026-08-19T19:05:38.523893+00:00,639.32,INR,Reliance Digital,Shopping,Pune,card,mobile,success
T00015597,A000929,2026-07-02T03:17:55.523902+00:00,1572.47,INR,Apollo Pharmacy,Healthcare,Bangalore,netbanking,branch,success
T00015598,A001034,2026-07-07T18:43:47.523910+00:00,1745.34,INR,Zomato,Food,Delhi,card,mobile,success
T00015599,A000753,2026-08-12T14:45:05.523918+00:00,1633.67,INR,Uber,Travel,Kolkata,netbanking,branch,success
T00015600,A001223,2026-07-18T11:56:44.523927+00:00,989.21,INR,McDonalds,Food,Ahmedabad,card,online,success
T00015601,A000297,2026-08-20T08:52:06.523935+00:00,844.16,INR,Apollo Pharmacy,Healthcare,Delhi,card,branch,success
T00015602,A000745,2026-08-03T00:18:42.523943+00:00,4502.45,INR,Dominos,Food,Mumbai,card,online,success
T00015603,A001198,2026-06-14T08:44:23.523952+00:00,968.58,INR,MedPlus,Healthcare,Mumbai,netbanking,online,success
T00015604,A001063,2026-09-02T21:05:15.523960+00:00,1478.07,INR,XYZ Electronics,Electronics,Ahmedabad,upi,online,success
T00015605,A000983,2026-07-30T05:33:42.523970+00:00,205.09,INR,Coursera,Education,Kolkata,netbanking,online,success
T00015606,A001170,2026-08-10T14:07:20.523981+00:00,1400.41,INR,Amazon,Shopping,Chennai,netbanking,branch,success
T00015607,A000945,2026-07-29T13:22:47.523990+00:00,12553.05,INR,Uber,Travel,Delhi,netbanking,mobile,success
T00015608,A001050,2026-08-26T02:35:11.523999+00:00,1424.64,INR,Airtel,Utilities,Mumbai,card,online,success
T00015609,A000139,2026-07-17T14:56:09.524008+00:00,394.19,INR,MedPlus,Healthcare,Ahmedabad,netbanking,online,success
T00015610,A000891,2026-07-14T20:48:14.524018+00:00,1868.71,INR,Coursera,Education,Bangalore,card,branch,success
T00015611,A000560,2026-07-25T05:21:00.524027+00:00,1734.54,INR,MedPlus,Healthcare,Chennai,netbanking,online,success
T00015612,A001198,2026-07-23T03:19:20.524035+00:00,1063.51,INR,Netflix,Entertainment,Mumbai,upi,branch,success
T00015613,A000092,2026-07-11T21:25:05.524044+00:00,1158.85,INR,Flipkart,Shopping,Mumbai,upi,branch,success
T00015614,A000353,2026-08-26T02:43:06.524054+00:00,3881.15,INR,Zomato,Food,Delhi,card,mobile,success
T00015615,A000662,2026-08-19T07:01:24.524062+00:00,1020.08,INR,Spotify,Entertainment,Hyderabad,netbanking,online,success
T00015616,A000296,2026-07-30T02:13:50.524073+00:00,1391.66,INR,Jio,Utilities,Kolkata,upi,mobile,success
T00015617,A000284,2026-07-03T03:14:04.524081+00:00,951.02,INR,Reliance Digital,Electronics,Kolkata,netbanking,branch,success
T00015618,A000286,2026-08-09T09:08:45.524090+00:00,2125.88,INR,Udemy,Education,Kolkata,upi,online,success
T00015619,A000929,2026-06-28T15:15:25.524098+00:00,225.17,INR,Electricity Board,Utilities,Bangalore,card,mobile,success
T00015620,A000809,2026-08-06T12:02:19.524112+00:00,1301.9,INR,Apollo Pharmacy,Healthcare,Ahmedabad,upi,mobile,success
T00015621,A000616,2026-07-20T02:55:12.524128+00:00,2210.8,INR,McDonalds,Food,Chennai,upi,branch,success
T00015622,A000754,2026-07-14T06:36:51.524292+00:00,432.72,INR,Reliance Digital,Electronics,Mumbai,card,branch,success
T00015623,A000285,2026-06-23T20:24:34.524334+00:00,588.41,INR,MedPlus,Healthcare,Bangalore,netbanking,online,success
T00015624,A000832,2026-08-17T16:23:48.524348+00:00,510.04,INR,Udemy,Education,Pune,upi,mobile,success
T00015625,A000967,2026-07-11T15:11:09.524361+00:00,1353.8,INR,BookMyShow,Entertainment,Mumbai,card,branch,success
T00015626,A000899,2026-08-18T03:32:34.524381+00:00,1892.77,INR,Ola,Travel,Chennai,netbanking,branch,success
T00015627,A000246,2026-07-15T19:42:22.524392+00:00,1326.27,INR,IndiGo,Travel,Bangalore,upi,online,success
T00015628,A000456,2026-06-21T16:58:05.524401+00:00,322.04,INR,Swiggy,Food,Ahmedabad,netbanking,mobile,success
T00015629,A001221,2026-07-16T15:14:39.524409+00:00,572.26,INR,Reliance Digital,Electronics,Ahmedabad,upi,branch,success
T00015630,A000648,2026-06-28T19:19:20.524419+00:00,315.95,INR,Croma,Electronics,Pune,upi,online,success
T00015631,A001016,2026-06-14T00:06:14.524428+00:00,2074.17,INR,Ola,Travel,Bangalore,netbanking,online,success
T00015632,A000177,2026-06-14T14:03:13.524437+00:00,1029.0,INR,Reliance Digital,Electronics,Ahmedabad,card,branch,success
T00015633,A000029,2026-07-16T00:47:57.524446+00:00,1317.14,INR,Apollo Pharmacy,Healthcare,Ahmedabad,upi,online,success
T00015634,A000837,2026-06-16T07:50:35.524455+00:00,1127.92,INR,Reliance Digital,Electronics,Hyderabad,netbanking,mobile,success
T00015635,A001198,2026-07-19T05:23:19.524464+00:00,1629.93,INR,IndiGo,Travel,Mumbai,card,mobile,success
T00015636,A000365,2026-07-12T20:38:45.524476+00:00,3040.72,INR,IndiGo,Travel,Chennai,card,online,success
T00015637,A001206,2026-07-22T06:53:03.524486+00:00,4598.72,INR,Flipkart,Shopping,Pune,card,online,success
T00015638,A001085,2026-07-14T15:30:46.524497+00:00,8532.23,INR,Flipkart,Shopping,Bangalore,card,branch,success
T00015639,A000566,2026-07-14T13:46:14.524506+00:00,449.02,INR,Ola,Travel,Hyderabad,card,mobile,success
T00015640,A000219,2026-08-13T04:18:06.524515+00:00,903.92,INR,Ola,Travel,Bangalore,netbanking,mobile,success
T00015641,A001187,2026-07-04T05:32:13.524524+00:00,1854.97,INR,McDonalds,Food,Pune,card,branch,success
T00015642,A000604,2026-06-12T23:15:03.524535+00:00,801.22,INR,Spotify,Entertainment,Ahmedabad,netbanking,online,success
T00015643,A001170,2026-06-30T08:54:39.524544+00:00,1691.12,INR,Croma,Electronics,Chennai,netbanking,branch,success
T00015644,A001123,2026-08-21T01:18:18.524553+00:00,813.55,INR,MakeMyTrip,Travel,Pune,netbanking,mobile,success
T00015645,A001238,2026-07-30T21:36:29.524562+00:00,5027.66,INR,Amazon,Shopping,Hyderabad,netbanking,online,success
T00015646,A000887,2026-06-30T20:55:07.524574+00:00,541.61,INR,Apollo Pharmacy,Healthcare,Bangalore,card,online,success
T00015647,A000139,2026-08-21T20:24:53.524583+00:00,4898.8,INR,Coursera,Education,Ahmedabad,upi,online,success
T00015648,A000205,2026-08-14T05:24:50.524592+00:00,979.06,INR,MakeMyTrip,Travel,Bangalore,card,online,success
T00015649,A001244,2026-08-03T06:54:08.524601+00:00,3332.16,INR,Croma,Electronics,Ahmedabad,netbanking,mobile,success
T00015650,A001046,2026-06-26T03:27:37.524609+00:00,613.92,INR,XYZ Electronics,Electronics,Pune,upi,branch,success
T00015651,A000839,2026-09-01T21:09:29.524618+00:00,1143.63,INR,Jio,Utilities,Pune,upi,branch,success
T00015652,A000326,2026-09-03T21:22:37.524627+00:00,1367.14,INR,Ola,Travel,Kolkata,netbanking,mobile,success
T00015653,A000921,2026-06-23T22:15:51.524637+00:00,484.66,INR,XYZ Electronics,Electronics,Pune,card,branch,success
T00015654,A000741,2026-07-01T06:34:50.524647+00:00,4317.73,INR,IndiGo,Travel,Ahmedabad,upi,branch,success
T00015655,A000212,2026-08-19T16:00:07.524656+00:00,793.58,INR,Uber,Travel,Pune,netbanking,mobile,success
T00015656,A000996,2026-08-29T20:31:06.524668+00:00,1020.84,INR,Coursera,Education,Bangalore,netbanking,branch,success
T00015657,A000469,2026-07-16T16:11:21.524678+00:00,698.87,INR,Uber,Travel,Ahmedabad,netbanking,online,success
T00015658,A000688,2026-06-14T14:35:57.524687+00:00,1359.09,INR,Croma,Electronics,Delhi,upi,mobile,success
T00015659,A000636,2026-08-27T04:36:28.524696+00:00,979.59,INR,Ola,Travel,Hyderabad,upi,branch,success
T00015660,A000558,2026-08-19T09:54:16.524705+00:00,858.23,INR,Ola,Travel,Pune,upi,mobile,success
T00015661,A000477,2026-07-31T07:54:22.524714+00:00,1085.31,INR,Flipkart,Shopping,Chennai,card,mobile,success
T00015662,A000761,2026-07-06T07:08:18.524724+00:00,5293.74,INR,Coursera,Education,Bangalore,netbanking,online,success
T00015663,A000021,2026-07-23T03:05:44.524732+00:00,958.26,INR,MakeMyTrip,Travel,Kolkata,netbanking,branch,success
T00015664,A000228,2026-09-05T04:31:16.524740+00:00,1116.81,INR,Udemy,Education,Hyderabad,card,online,success
T00015665,A000998,2026-07-20T05:42:48.524749+00:00,950.64,INR,Reliance Digital,Shopping,Pune,upi,branch,success
T00015666,A000604,2026-08-29T13:31:51.524760+00:00,1075.31,INR,Airtel,Utilities,Ahmedabad,upi,online,success
T00015667,A000696,2026-08-10T18:46:19.524772+00:00,263.31,INR,Zomato,Food,Hyderabad,netbanking,branch,success
T00015668,A000380,2026-07-17T02:58:51.524781+00:00,1102.21,INR,Spotify,Entertainment,Kolkata,netbanking,online,success
T00015669,A001015,2026-08-09T23:44:07.524790+00:00,2140.72,INR,McDonalds,Food,Ahmedabad,upi,branch,success
T00015670,A000418,2026-07-14T04:16:21.524800+00:00,106.93,INR,MedPlus,Healthcare,Pune,netbanking,mobile,success
T00015671,A000158,2026-07-05T13:51:50.524809+00:00,1397.88,INR,Airtel,Utilities,Hyderabad,netbanking,branch,success
T00015672,A000589,2026-07-15T08:31:48.524820+00:00,1637.55,INR,Jio,Utilities,Ahmedabad,upi,mobile,success
T00015673,A001207,2026-08-25T13:43:38.524829+00:00,1572.13,INR,BookMyShow,Entertainment,Mumbai,upi,online,success
T00015674,A000104,2026-07-30T14:45:31.524841+00:00,6652.63,INR,Udemy,Education,Pune,netbanking,mobile,success
T00015675,A000860,2026-06-24T07:14:16.524849+00:00,4446.21,INR,Apollo Pharmacy,Healthcare,Mumbai,upi,online,success
T00015676,A000710,2026-07-23T23:57:27.524861+00:00,8051.02,INR,Udemy,Education,Chennai,upi,mobile,success
T00015677,A000303,2026-08-27T08:40:16.524871+00:00,1552.52,INR,Croma,Electronics,Hyderabad,upi,mobile,success
T00015678,A000908,2026-08-07T15:27:41.524881+00:00,1564.58,INR,Ola,Travel,Kolkata,netbanking,online,success
T00015679,A000398,2026-07-17T04:01:40.524890+00:00,594.72,INR,Amazon,Shopping,Kolkata,upi,mobile,success
T00015680,A000392,2026-06-17T10:26:51.524899+00:00,2165.05,INR,MedPlus,Healthcare,Hyderabad,netbanking,branch,success
T00015681,A000347,2026-06-13T07:51:58.524908+00:00,483.36,INR,Airtel,Utilities,Delhi,netbanking,online,success
T00015682,A000309,2026-06-30T11:23:39.524917+00:00,557.84,INR,Spotify,Entertainment,Ahmedabad,netbanking,mobile,success
T00015683,A000575,2026-07-30T08:47:53.524926+00:00,2630.54,INR,Airtel,Utilities,Chennai,upi,online,success
T00015684,A000833,2026-09-06T05:58:33.524934+00:00,1538.77,INR,Reliance Digital,Electronics,Pune,card,branch,success
T00015685,A001096,2026-07-26T04:14:24.524943+00:00,821.03,INR,MedPlus,Healthcare,Mumbai,upi,mobile,success
T00015686,A000068,2026-07-17T17:27:34.524955+00:00,1120.68,INR,XYZ Electronics,Electronics,Delhi,upi,mobile,success
T00015687,A000596,2026-09-01T16:34:33.524964+00:00,1161.18,INR,IndiGo,Travel,Hyderabad,card,mobile,success
T00015688,A000450,2026-08-24T14:06:08.524973+00:00,1091.06,INR,Udemy,Education,Delhi,card,branch,success
T00015689,A001194,2026-08-01T04:19:08.524982+00:00,1778.86,INR,MedPlus,Healthcare,Kolkata,upi,branch,success
T00015690,A000305,2026-06-28T00:18:31.524991+00:00,1290.88,INR,Spotify,Entertainment,Delhi,card,online,success
T00015691,A000808,2026-08-06T04:53:04.525000+00:00,1227.31,INR,Spotify,Entertainment,Pune,netbanking,mobile,success
T00015692,A000463,2026-08-11T03:57:54.525009+00:00,1241.52,INR,Airtel,Utilities,Bangalore,card,branch,success
T00015693,A000771,2026-08-06T15:33:37.525019+00:00,297.96,INR,Uber,Travel,Hyderabad,upi,online,success
T00015694,A001009,2026-07-04T22:05:51.525027+00:00,555.91,INR,Apollo Pharmacy,Healthcare,Mumbai,netbanking,online,success
T00015695,A001174,2026-06-11T05:31:56.525037+00:00,4353.18,INR,Reliance Digital,Electronics,Mumbai,netbanking,online,success
T00015696,A001221,2026-06-23T21:38:51.525048+00:00,1156.89,INR,Udemy,Education,Ahmedabad,card,mobile,success
T00015697,A000060,2026-07-14T15:50:47.525057+00:00,2466.08,INR,Amazon,Shopping,Bangalore,card,online,success
T00015698,A000546,2026-09-04T08:09:55.525067+00:00,437.42,INR,XYZ Electronics,Electronics,Mumbai,netbanking,online,success
T00015699,A001175,2026-07-15T13:58:49.525075+00:00,3302.31,INR,McDonalds,Food,Mumbai,netbanking,mobile,success
T00015700,A001093,2026-08-05T07:59:51.525084+00:00,1328.35,INR,McDonalds,Food,Ahmedabad,upi,branch,success
T00015701,A000100,2026-07-01T12:04:04.525093+00:00,5937.43,INR,Croma,Electronics,Hyderabad,card,online,success
T00015702,A001000,2026-07-27T18:52:21.525116+00:00,2676.07,INR,Croma,Electronics,Pune,netbanking,branch,success
T00015703,A000812,2026-06-29T06:20:50.525126+00:00,4181.36,INR,Spotify,Entertainment,Mumbai,card,mobile,success
T00015704,A000959,2026-06-11T10:00:03.525135+00:00,993.27,INR,MakeMyTrip,Travel,Ahmedabad,card,branch,success
T00015705,A001188,2026-06-13T15:05:23.525144+00:00,318.34,INR,Spotify,Entertainment,Pune,upi,mobile,success
T00015706,A000284,2026-06-08T23:54:04.525159+00:00,1087.11,INR,Apollo Pharmacy,Healthcare,Kolkata,upi,mobile,success
T00015707,A000754,2026-06-08T19:22:00.525168+00:00,1091.16,INR,Netflix,Entertainment,Mumbai,card,branch,success
T00015708,A001227,2026-08-08T17:31:09.525178+00:00,1411.97,INR,MedPlus,Healthcare,Mumbai,card,mobile,success
T00015709,A001103,2026-06-19T07:37:02.525188+00:00,935.47,INR,Coursera,Education,Delhi,upi,mobile,success
T00015710,A000178,2026-08-21T00:21:54.525197+00:00,565.04,INR,Jio,Utilities,Mumbai,upi,mobile,success
T00015711,A000206,2026-07-21T13:51:59.525206+00:00,418.44,INR,Udemy,Education,Delhi,card,mobile,success
T00015712,A000264,2026-07-03T22:26:29.525214+00:00,1489.99,INR,Airtel,Utilities,Bangalore,upi,mobile,success
T00015713,A000261,2026-06-30T21:39:24.525223+00:00,1938.46,INR,Zomato,Food,Ahmedabad,upi,online,success
T00015714,A000636,2026-07-23T22:54:47.525231+00:00,1343.35,INR,Jio,Utilities,Hyderabad,card,mobile,success
T00015715,A000742,2026-08-06T11:39:56.525239+00:00,4577.75,INR,Croma,Electronics,Delhi,card,mobile,success
T00015716,A000334,2026-06-08T17:59:10.525251+00:00,845.11,INR,Swiggy,Food,Ahmedabad,card,online,success
T00015717,A000419,2026-07-05T22:50:13.525260+00:00,1150.86,INR,MedPlus,Healthcare,Delhi,netbanking,branch,success
T00015718,A001077,2026-07-14T08:12:16.525269+00:00,1642.84,INR,Ola,Travel,Hyderabad,upi,mobile,success
T00015719,A000556,2026-07-30T14:22:39.525278+00:00,5632.15,INR,IndiGo,Travel,Ahmedabad,card,online,success
T00015720,A000981,2026-06-30T04:00:07.525288+00:00,920.37,INR,Electricity Board,Utilities,Mumbai,upi,mobile,success
T00015721,A001240,2026-06-24T22:21:05.525302+00:00,1655.6,INR,Ola,Travel,Kolkata,card,online,success
T00015722,A000472,2026-08-23T19:34:27.525311+00:00,1192.9,INR,MedPlus,Healthcare,Delhi,upi,online,success
T00015723,A000883,2026-08-03T18:17:56.525323+00:00,802.26,INR,Coursera,Education,Delhi,card,branch,success
T00015724,A000700,2026-07-26T02:03:56.525332+00:00,1642.26,INR,Reliance Digital,Shopping,Ahmedabad,netbanking,mobile,success
T00015725,A000675,2026-06-21T00:01:59.525341+00:00,2588.56,INR,Jio,Utilities,Ahmedabad,upi,branch,success
T00015726,A000257,2026-08-17T12:23:42.525352+00:00,1528.61,INR,IndiGo,Travel,Pune,card,online,success
T00015727,A000123,2026-06-21T18:34:57.525361+00:00,411.75,INR,Apollo Pharmacy,Healthcare,Pune,card,branch,success
T00015728,A000429,2026-08-27T23:46:43.525369+00:00,2438.87,INR,MakeMyTrip,Travel,Pune,card,online,success
T00015729,A001059,2026-08-31T04:02:02.525378+00:00,602.36,INR,Spotify,Entertainment,Delhi,upi,online,success
T00015730,A000216,2026-07-13T21:05:55.525388+00:00,254.1,INR,BookMyShow,Entertainment,Mumbai,netbanking,branch,success
T00015731,A000522,2026-07-27T05:05:07.525396+00:00,1449.4,INR,Jio,Utilities,Kolkata,card,online,success
T00015732,A000034,2026-09-06T05:17:51.525405+00:00,3658.21,INR,Amazon,Shopping,Chennai,upi,branch,success
T00015733,A000253,2026-07-26T16:58:22.525414+00:00,1206.76,INR,Croma,Electronics,Mumbai,card,online,success
T00015734,A000462,2026-08-30T12:14:21.525422+00:00,731.86,INR,Swiggy,Food,Bangalore,netbanking,mobile,success
T00015735,A000362,2026-06-16T19:13:48.525431+00:00,2852.13,INR,MedPlus,Healthcare,Bangalore,upi,mobile,success
T00015736,A001100,2026-08-09T13:05:20.525442+00:00,2399.42,INR,Reliance Digital,Electronics,Delhi,upi,branch,success
T00015737,A000689,2026-06-19T16:08:26.525454+00:00,2288.39,INR,Flipkart,Shopping,Kolkata,netbanking,mobile,success
T00015738,A000397,2026-06-10T16:58:31.525463+00:00,3955.16,INR,Apollo Pharmacy,Healthcare,Chennai,netbanking,online,success
T00015739,A000200,2026-08-29T09:38:05.525473+00:00,1173.35,INR,Udemy,Education,Hyderabad,netbanking,branch,success
T00015740,A000993,2026-08-26T18:25:51.525483+00:00,434.21,INR,Netflix,Entertainment,Mumbai,upi,branch,success
T00015741,A001194,2026-07-11T11:08:24.525491+00:00,4902.87,INR,Apollo Pharmacy,Healthcare,Kolkata,netbanking,mobile,success
T00015742,A001158,2026-06-19T20:43:59.525500+00:00,2320.29,INR,Jio,Utilities,Kolkata,upi,branch,success
T00015743,A000145,2026-07-18T07:51:30.525509+00:00,4631.7,INR,McDonalds,Food,Chennai,card,online,success
T00015744,A000164,2026-06-18T14:33:44.525518+00:00,1695.26,INR,McDonalds,Food,Mumbai,card,branch,success
T00015745,A001003,2026-06-08T12:14:02.525526+00:00,4125.11,INR,Uber,Travel,Chennai,netbanking,branch,success
T00015746,A000384,2026-08-22T11:45:40.525541+00:00,1799.78,INR,Apollo Pharmacy,Healthcare,Kolkata,card,branch,success
T00015747,A000371,2026-06-20T02:42:14.525550+00:00,787.25,INR,Coursera,Education,Hyderabad,netbanking,mobile,success
T00015748,A001201,2026-06-09T08:47:13.525559+00:00,1545.43,INR,MakeMyTrip,Travel,Bangalore,netbanking,online,success
T00015749,A000474,2026-08-21T08:42:31.525568+00:00,1497.41,INR,Croma,Electronics,Bangalore,card,online,success
T00015750,A000297,2026-07-27T06:51:35.525577+00:00,1166.85,INR,Reliance Digital,Electronics,Delhi,upi,branch,success
T00015751,A000363,2026-06-09T13:55:49.525585+00:00,1437.14,INR,Dominos,Food,Kolkata,upi,online,success
T00015752,A000009,2026-08-30T23:57:39.525594+00:00,867.93,INR,Coursera,Education,Kolkata,netbanking,branch,success
T00015753,A000408,2026-07-01T09:12:40.525603+00:00,1190.8,INR,Ola,Travel,Bangalore,card,online,success
T00015754,A000079,2026-07-25T13:52:39.525616+00:00,1628.6,INR,Dominos,Food,Kolkata,upi,branch,success
T00015755,A001062,2026-07-31T05:35:20.525626+00:00,414.24,INR,Dominos,Food,Kolkata,card,online,success
T00015756,A001242,2026-08-13T12:27:02.525638+00:00,893.67,INR,Coursera,Education,Chennai,upi,mobile,success
T00015757,A000731,2026-06-20T18:57:11.525647+00:00,1295.79,INR,Ola,Travel,Kolkata,upi,branch,success
T00015758,A000205,2026-08-09T11:46:51.525657+00:00,1429.44,INR,Croma,Electronics,Bangalore,netbanking,branch,success
T00015759,A000046,2026-08-03T03:46:00.525666+00:00,556.22,INR,Udemy,Education,Bangalore,netbanking,branch,success
T00015760,A000445,2026-07-12T23:06:12.525675+00:00,1332.23,INR,Amazon,Shopping,Ahmedabad,card,mobile,success
T00015761,A000737,2026-07-12T17:36:20.525684+00:00,270.04,INR,MakeMyTrip,Travel,Bangalore,upi,branch,success
T00015762,A000588,2026-08-02T23:13:40.525692+00:00,7516.05,INR,Airtel,Utilities,Chennai,card,branch,success
T00015763,A000955,2026-08-25T17:51:43.525702+00:00,1341.82,INR,Uber,Travel,Kolkata,card,branch,success
T00015764,A001033,2026-08-06T19:04:20.525710+00:00,891.91,INR,Zomato,Food,Pune,card,branch,success
T00015765,A001058,2026-08-15T07:53:51.525719+00:00,950.96,INR,Netflix,Entertainment,Delhi,netbanking,branch,success
T00015766,A000830,2026-08-13T07:43:02.525731+00:00,871.47,INR,Udemy,Education,Pune,card,branch,success
T00015767,A000841,2026-08-04T16:45:04.525740+00:00,5314.85,INR,Apollo Pharmacy,Healthcare,Kolkata,card,branch,success
T00015768,A001212,2026-07-18T19:50:41.525750+00:00,2045.79,INR,McDonalds,Food,Pune,netbanking,branch,success
T00015769,A000306,2026-06-18T20:57:33.525762+00:00,5018.79,INR,Uber,Travel,Kolkata,card,mobile,success
T00015770,A000473,2026-07-19T19:14:23.525770+00:00,3806.1,INR,Airtel,Utilities,Kolkata,card,mobile,success
T00015771,A000907,2026-07-26T09:45:26.525779+00:00,162.93,INR,MedPlus,Healthcare,Kolkata,upi,branch,success
T00015772,A000576,2026-06-15T00:44:27.525788+00:00,2135.02,INR,Apollo Pharmacy,Healthcare,Pune,upi,branch,success
T00015773,A000680,2026-07-13T04:17:15.525797+00:00,3725.98,INR,Amazon,Shopping,Delhi,upi,online,success
T00015774,A000441,2026-07-07T00:35:42.525807+00:00,2862.42,INR,BookMyShow,Entertainment,Mumbai,netbanking,mobile,success
T00015775,A000389,2026-07-01T18:49:31.525818+00:00,1241.99,INR,MakeMyTrip,Travel,Kolkata,upi,online,success
T00015776,A000771,2026-08-28T09:33:37.525829+00:00,685.77,INR,BookMyShow,Entertainment,Hyderabad,card,branch,success
T00015777,A000226,2026-08-20T17:23:39.525839+00:00,3421.85,INR,MakeMyTrip,Travel,Hyderabad,netbanking,branch,success
T00015778,A001081,2026-06-30T06:31:38.525848+00:00,2054.6,INR,BookMyShow,Entertainment,Kolkata,upi,branch,success
T00015779,A000352,2026-07-23T17:41:42.525857+00:00,6000.93,INR,Jio,Utilities,Delhi,netbanking,online,success
T00015780,A001193,2026-08-19T07:58:41.525867+00:00,7582.47,INR,McDonalds,Food,Mumbai,card,branch,success
T00015781,A000256,2026-08-29T09:22:54.525875+00:00,945.26,INR,Apollo Pharmacy,Healthcare,Mumbai,upi,branch,success
T00015782,A000288,2026-06-11T22:12:26.525885+00:00,1697.24,INR,Croma,Electronics,Chennai,card,online,success
T00015783,A000840,2026-06-14T13:38:24.525894+00:00,3886.45,INR,Coursera,Education,Chennai,card,branch,success
T00015784,A001208,2026-07-05T04:16:25.525903+00:00,2917.09,INR,Apollo Pharmacy,Healthcare,Mumbai,upi,branch,success
T00015785,A000428,2026-07-27T18:03:53.525911+00:00,3982.28,INR,Apollo Pharmacy,Healthcare,Pune,netbanking,online,success
T00015786,A000092,2026-07-08T23:25:08.525924+00:00,1320.5,INR,Airtel,Utilities,Mumbai,upi,mobile,success
T00015787,A000335,2026-08-09T09:03:26.525933+00:00,2303.28,INR,MedPlus,Healthcare,Bangalore,upi,branch,success
T00015788,A001234,2026-06-08T23:44:21.525943+00:00,1265.79,INR,Udemy,Education,Pune,netbanking,branch,success
T00015789,A000107,2026-09-01T22:00:24.525952+00:00,2751.05,INR,Amazon,Shopping,Ahmedabad,upi,branch,success
T00015790,A001173,2026-06-30T20:26:33.525960+00:00,1027.35,INR,Amazon,Shopping,Delhi,upi,online,success
T00015791,A000027,2026-07-10T10:09:08.525969+00:00,1707.01,INR,Uber,Travel,Chennai,card,branch,success
T00015792,A000009,2026-07-04T12:26:36.525977+00:00,3352.58,INR,Uber,Travel,Kolkata,card,online,success
T00015793,A000171,2026-06-25T09:44:55.525985+00:00,1576.67,INR,Electricity Board,Utilities,Bangalore,upi,online,success
T00015794,A001248,2026-07-12T05:15:54.525994+00:00,562.21,INR,Apollo Pharmacy,Healthcare,Kolkata,netbanking,mobile,success
T00015795,A001020,2026-09-01T05:10:52.526006+00:00,1590.96,INR,Flipkart,Shopping,Ahmedabad,netbanking,online,success
T00015796,A001183,2026-07-31T17:44:26.526018+00:00,210.53,INR,Coursera,Education,Pune,upi,online,success
T00015797,A001036,2026-06-14T15:39:34.526026+00:00,3217.01,INR,BookMyShow,Entertainment,Mumbai,upi,online,success
T00015798,A000230,2026-07-15T09:41:04.526034+00:00,1771.53,INR,Myntra,Shopping,Delhi,card,branch,success
T00015799,A001171,2026-06-24T14:20:13.526043+00:00,673.16,INR,XYZ Electronics,Electronics,Chennai,netbanking,mobile,success
T00015800,A000860,2026-09-01T03:32:43.526051+00:00,452.15,INR,Apollo Pharmacy,Healthcare,Mumbai,card,online,success
T00015801,A000935,2026-06-22T23:26:08.526068+00:00,1881.93,INR,Netflix,Entertainment,Mumbai,netbanking,online,success
T00015802,A000648,2026-09-01T23:28:58.526077+00:00,1382.39,INR,Swiggy,Food,Pune,card,online,success
T00015803,A000908,2026-07-21T01:29:16.526085+00:00,1230.58,INR,MedPlus,Healthcare,Kolkata,upi,online,success
T00015804,A000445,2026-08-09T02:16:12.526094+00:00,1806.87,INR,Myntra,Shopping,Ahmedabad,upi,mobile,success
T00015805,A000596,2026-07-15T11:45:32.526114+00:00,894.56,INR,Amazon,Shopping,Hyderabad,card,branch,success
T00015806,A000616,2026-08-27T14:17:36.526125+00:00,3528.23,INR,Reliance Digital,Electronics,Chennai,card,mobile,success
T00015807,A000262,2026-08-16T03:50:23.526135+00:00,1243.45,INR,BookMyShow,Entertainment,Delhi,netbanking,branch,success
T00015808,A000962,2026-08-17T00:02:53.526143+00:00,466.18,INR,Reliance Digital,Electronics,Chennai,upi,mobile,success
T00015809,A001190,2026-08-27T15:04:47.526153+00:00,3891.1,INR,Udemy,Education,Pune,card,branch,success
T00015810,A000969,2026-06-28T07:04:11.526161+00:00,199.81,INR,MedPlus,Healthcare,Kolkata,card,online,success
T00015811,A000580,2026-08-18T05:28:23.526170+00:00,7135.43,INR,Apollo Pharmacy,Healthcare,Hyderabad,card,mobile,success
T00015812,A000841,2026-08-29T06:14:26.526179+00:00,979.58,INR,MedPlus,Healthcare,Kolkata,upi,branch,success
T00015813,A000072,2026-08-25T13:15:44.526190+00:00,1144.04,INR,Coursera,Education,Bangalore,upi,mobile,success
T00015814,A000838,2026-07-15T07:50:42.526199+00:00,1657.08,INR,Jio,Utilities,Chennai,card,mobile,success
T00015815,A000747,2026-08-04T01:56:03.526208+00:00,1461.29,INR,Myntra,Shopping,Ahmedabad,upi,online,success
T00015816,A000483,2026-07-17T18:26:05.526219+00:00,1662.41,INR,Netflix,Entertainment,Bangalore,netbanking,mobile,success
T00015817,A000285,2026-08-12T23:44:09.526228+00:00,1621.47,INR,Dominos,Food,Bangalore,card,mobile,success
T00015818,A000801,2026-07-16T09:48:04.526238+00:00,1082.91,INR,Reliance Digital,Shopping,Bangalore,card,branch,success
